002.678.897-71;Agatha Pedroso;alberto@bernhard.com;1966-01-06;360 Marginal Leonardo;Urucará;Rondônia;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;4NFEXP;2021-05-24;ácido úrico;15-61;35
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;0Y58P1;2021-09-07;hemácias;45-52;80
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;0Y58P1;2021-09-07;leucócitos;9-61;98
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;0Y58P1;2021-09-07;plaquetas;11-93;53
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;0Y58P1;2021-09-07;hdl;19-75;79
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;0Y58P1;2021-09-07;ldl;45-54;9
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;0Y58P1;2021-09-07;vldl;48-72;58
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;0Y58P1;2021-09-07;glicemia;25-83;27
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;0Y58P1;2021-09-07;tgo;50-84;23
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;0Y58P1;2021-09-07;tgp;38-63;41
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;7WJWZQ;2021-06-21;plaquetas;11-93;26
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;7WJWZQ;2021-06-21;hdl;19-75;21
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;7WJWZQ;2021-06-21;ldl;45-54;19
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;7WJWZQ;2021-06-21;vldl;48-72;82
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;7WJWZQ;2021-06-21;glicemia;25-83;69
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;7WJWZQ;2021-06-21;tgo;50-84;42
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;7WJWZQ;2021-06-21;tgp;38-63;28
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;7WJWZQ;2021-06-21;eletrólitos;2-68;61
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;Z38NEI;2021-05-17;tgp;38-63;92
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;Z38NEI;2021-05-17;eletrólitos;2-68;55
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;Z38NEI;2021-05-17;tsh;25-80;66
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;Z38NEI;2021-05-17;t4-livre;34-60;97
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;Z38NEI;2021-05-17;ácido úrico;15-61;25
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;hemácias;45-52;47
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;leucócitos;9-61;69
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;plaquetas;11-93;69
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;hdl;19-75;93
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;ldl;45-54;49
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;vldl;48-72;58
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;glicemia;25-83;58
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;tgo;50-84;48
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;tgp;38-63;93
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;eletrólitos;2-68;22
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;tsh;25-80;19
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;t4-livre;34-60;48
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;A9B72Q;2021-05-18;ácido úrico;15-61;17
